LoanID,PaymentMonth,ScheduledAmount,AmountPaid,PaymentStatus
LN-103575,1,134.69,133.88,On-Time
LN-103575,2,134.69,134.0,On-Time
LN-103575,3,134.69,133.85,On-Time
LN-103575,4,134.69,133.42,On-Time
LN-103575,5,134.69,133.72,On-Time
LN-103575,6,134.69,132.87,On-Time
LN-103575,7,134.69,134.39,On-Time
LN-103575,8,134.69,134.37,On-Time
LN-103575,9,134.69,133.59,On-Time
LN-103575,10,134.69,133.38,On-Time
LN-103575,11,134.69,132.9,On-Time
LN-103575,12,134.69,132.34,On-Time
LN-103576,1,375.71,373.72,On-Time
LN-103576,2,375.71,374.83,On-Time
LN-103576,3,375.71,371.66,On-Time
LN-103576,4,375.71,368.31,On-Time
LN-103576,5,375.71,368.22,On-Time
LN-103576,6,375.71,371.59,On-Time
LN-103576,7,375.71,369.79,On-Time
LN-103576,8,375.71,371.44,On-Time
LN-103576,9,375.71,372.31,Late
LN-103576,10,375.71,369.16,On-Time
LN-103576,11,375.71,373.66,On-Time
LN-103576,12,375.71,374.37,On-Time
LN-103577,1,253.14,250.47,On-Time
LN-103577,2,253.14,,Missed
LN-103577,3,253.14,248.82,On-Time
LN-103577,4,253.14,250.43,On-Time
LN-103577,5,253.14,252.02,On-Time
LN-103577,6,253.14,250.6,On-Time
LN-103577,7,253.14,252.14,On-Time
LN-103577,8,253.14,253.07,On-Time
LN-103577,9,253.14,252.15,On-Time
LN-103577,10,253.14,250.84,On-Time
LN-103577,11,253.14,250.72,On-Time
LN-103577,12,253.14,248.9,On-Time
LN-103578,1,281.99,276.51,On-Time
LN-103578,2,281.99,276.62,On-Time
LN-103578,3,281.99,278.99,On-Time
LN-103578,4,281.99,276.58,On-Time
LN-103578,5,281.99,279.73,On-Time
LN-103578,6,281.99,280.09,On-Time
LN-103578,7,281.99,281.05,On-Time
LN-103578,8,281.99,279.68,on-time
LN-103578,9,281.99,276.88,On-Time
LN-103578,10,281.99,277.09,On-Time
LN-103578,11,281.99,279.6,On-Time
LN-103578,12,281.99,277.93,On-Time
LN-103579,1,704.43,0.0,Missed
LN-103579,2,704.43,693.78,On-Time
LN-103579,3,704.43,694.53,Late
LN-103579,4,704.43,703.44,On-Time
LN-103579,5,704.43,701.21,On-Time
LN-103579,6,704.43,692.32,On-Time
LN-103579,7,704.43,691.62,On-Time
LN-103579,8,704.43,702.14,On-Time
LN-103579,9,704.43,696.32,On-Time
LN-103579,10,704.43,690.59,On-Time
LN-103579,11,704.43,703.58,On-Time
LN-103579,12,704.43,701.21,On-Time
LN-103580,1,802.95,,Missed
LN-103580,2,802.95,800.89,On-Time
LN-103580,3,802.95,791.52,On-Time
LN-103580,4,802.95,790.58,On-Time
LN-103580,5,802.95,792.41,Late
LN-103580,6,802.95,798.43,On-Time
LN-103580,7,802.95,788.21,On-Time
LN-103580,8,802.95,791.38,ON-TIME
LN-103580,9,802.95,794.97,On-Time
LN-103580,10,802.95,790.43,On-Time
LN-103580,11,802.95,800.17,On-Time
LN-103580,12,802.95,800.79,On-Time
LN-103581,1,583.05,573.46,On-Time
LN-103581,2,583.05,574.65,On-Time
LN-103581,3,583.05,577.41,On-Time
LN-103581,4,583.05,579.86,ON-TIME
LN-103581,5,583.05,578.92,On-Time
LN-103581,6,583.05,577.02,On-Time
LN-103581,7,583.05,577.08,On-Time
LN-103581,8,583.05,579.57,On-Time
LN-103581,9,583.05,580.86,On-Time
LN-103581,10,583.05,577.84,Late
LN-103581,11,583.05,573.27,On-Time
LN-103581,12,583.05,582.42,On-Time
LN-103582,1,253.01,252.99,On-Time
LN-103582,2,253.01,249.26,Late
LN-103582,3,253.01,250.82,On-Time
LN-103582,4,253.01,248.81,On-Time
LN-103582,5,253.01,248.51,On-Time
LN-103582,6,253.01,251.32,On-Time
LN-103582,7,253.01,249.61,On-Time
LN-103582,8,253.01,251.23,On-Time
LN-103582,9,253.01,251.95,On-Time
LN-103582,10,253.01,251.86,On-Time
LN-103582,11,253.01,251.27,On-Time
LN-103582,12,253.01,0.0,Missed
LN-103583,1,488.62,480.85,On-Time
LN-103583,2,488.62,482.15,On-Time
LN-103583,3,488.62,484.12,on-time
LN-103583,4,488.62,483.02,On-Time
LN-103583,5,488.62,485.05,On-Time
LN-103583,6,488.62,484.4,On-Time
LN-103583,7,488.62,485.26,On-Time
LN-103583,8,488.62,487.05,On-Time
LN-103583,9,488.62,482.8,On-Time
LN-103583,10,488.62,487.08,On-Time
LN-103583,11,488.62,485.25,On-Time
LN-103583,12,488.62,487.18,On-Time
LN-103584,1,499.48,494.46,On-Time
LN-103584,2,499.48,498.71,On-Time
LN-103584,3,499.48,494.99,On-Time
LN-103584,4,499.48,490.15,On-Time
LN-103584,5,499.48,491.23,On-Time
LN-103584,6,499.48,492.64,On-Time
LN-103584,7,499.48,493.88,On-Time
LN-103584,8,499.48,495.5,On-Time
LN-103584,9,499.48,490.68,On-Time
LN-103584,10,499.48,498.54,On-Time
LN-103584,11,499.48,,Missed
LN-103584,12,499.48,496.86,On-Time
LN-103585,1,1447.19,1419.05,On-Time
LN-103585,2,1447.19,1432.96,On-Time
LN-103585,3,1447.19,1425.89,On-Time
LN-103585,4,1447.19,1425.06,On-Time
LN-103585,5,1447.19,1428.76,On-Time
LN-103585,6,1447.19,1441.8,On-Time
LN-103585,7,1447.19,1444.19,On-Time
LN-103585,8,1447.19,1432.12,On-Time
LN-103585,9,1447.19,1433.7,On-Time
LN-103585,10,1447.19,1420.38,On-Time
LN-103585,11,1447.19,1433.34,On-Time
LN-103585,12,1447.19,1431.68,On-Time
LN-103586,1,1519.23,1505.69,On-Time
LN-103586,2,1519.23,1516.57,Late
LN-103586,3,1519.23,1507.87,On-Time
LN-103586,4,1519.23,,Missed
LN-103586,5,1519.23,1507.04,On-Time
LN-103586,6,1519.23,,Missed
LN-103586,7,1519.23,1497.86,On-Time
LN-103586,8,1519.23,,Missed
LN-103586,9,1519.23,1506.67,On-Time
LN-103586,10,1519.23,0.0,Missed
LN-103586,11,1519.23,1489.46,On-Time
LN-103586,12,1519.23,1514.03,On-Time
LN-103587,1,162.37,161.61,On-Time
LN-103587,2,162.37,0.0,Missed
LN-103587,3,162.37,161.69,On-Time
LN-103587,4,162.37,0.0,Missed
LN-103587,5,162.37,160.71,On-Time
LN-103587,6,162.37,161.93,On-Time
LN-103587,7,162.37,,Missed
LN-103587,8,162.37,160.23,On-Time
LN-103587,9,162.37,160.73,On-Time
LN-103587,10,162.37,,Missed
LN-103587,11,162.37,160.0,On-Time
LN-103587,12,162.37,161.89,On-Time
LN-103588,1,246.72,242.99,On-Time
LN-103588,2,246.72,244.02,On-Time
LN-103588,3,246.72,243.81,On-Time
LN-103588,4,246.72,244.75,On-Time
LN-103588,5,246.72,244.84,On-Time
LN-103588,6,246.72,245.65,On-Time
LN-103588,7,246.72,243.1,On-Time
LN-103588,8,246.72,243.66,On-Time
LN-103588,9,246.72,245.65,late
LN-103588,10,246.72,245.05,On-Time
LN-103588,11,246.72,245.86,On-Time
LN-103588,12,246.72,243.54,On-Time
LN-103589,1,226.08,223.43,On-Time
LN-103589,2,226.08,225.06,On-Time
LN-103589,3,226.08,,Missed
LN-103589,4,226.08,224.19,On-Time
LN-103589,5,226.08,225.17,On-Time
LN-103589,6,226.08,222.97,On-Time
LN-103589,7,226.08,224.0,On-Time
LN-103589,8,226.08,222.88,On-Time
LN-103589,9,226.08,221.75,On-Time
LN-103589,10,226.08,225.63,On-Time
LN-103589,11,226.08,224.11,On-Time
LN-103589,12,226.08,223.79,On-Time
LN-103590,1,1200.06,1185.08,On-Time
LN-103590,2,1200.06,1197.68,On-Time
LN-103590,3,1200.06,,Missed
LN-103590,4,1200.06,,Missed
LN-103590,5,1200.06,1180.45,On-Time
LN-103590,6,1200.06,,Missed
LN-103590,7,1200.06,1189.83,On-Time
LN-103590,8,1200.06,1184.28,On-Time
LN-103590,9,1200.06,0.0,Missed
LN-103590,10,1200.06,0.0,Missed
LN-103590,11,1200.06,1181.24,Late
LN-103590,12,1200.06,0.0,Missed
LN-103591,1,273.6,271.6,On-Time
LN-103591,2,273.6,271.82,On-Time
LN-103591,3,273.6,273.37,On-Time
LN-103591,4,273.6,270.72,On-Time
LN-103591,5,273.6,268.97,On-Time
LN-103591,6,273.6,271.98,On-Time
LN-103591,7,273.6,268.66,On-Time
LN-103591,8,273.6,273.53,On-Time
LN-103591,9,273.6,269.35,On-Time
LN-103591,10,273.6,270.27,On-Time
LN-103591,11,273.6,268.15,On-Time
LN-103591,12,273.6,271.09,On-Time
LN-103592,1,972.51,953.37,On-Time
LN-103592,2,972.51,953.12,On-Time
LN-103592,3,972.51,,Missed
LN-103592,4,972.51,971.92,On-Time
LN-103592,5,972.51,970.16,On-Time
LN-103592,6,972.51,961.47,On-Time
LN-103592,7,972.51,961.51,On-Time
LN-103592,8,972.51,965.42,On-Time
LN-103592,9,972.51,,Missed
LN-103592,10,972.51,957.18,On-Time
LN-103592,11,972.51,0.0,Missed
LN-103592,12,972.51,0.0,Missed
LN-103593,1,1336.2,1328.42,On-Time
LN-103593,2,1336.2,1327.37,On-Time
LN-103593,3,1336.2,1317.09,On-Time
LN-103593,4,1336.2,1313.34,On-Time
LN-103593,5,1336.2,1322.38,On-Time
LN-103593,6,1336.2,1325.45,On-Time
LN-103593,7,1336.2,1320.53,On-Time
LN-103593,8,1336.2,1309.79,On-Time
LN-103593,9,1336.2,1324.02,Late
LN-103593,10,1336.2,1313.21,On-Time
LN-103593,11,1336.2,1331.43,On-Time
LN-103593,12,1336.2,1326.85,Late
LN-103594,1,585.71,585.18,On-Time
LN-103594,2,585.71,581.67,On-Time
LN-103594,3,585.71,579.0,Late
LN-103594,4,585.71,575.87,On-Time
LN-103594,5,585.71,0.0,Missed
LN-103594,6,585.71,,Missed
LN-103594,7,585.71,581.95,On-Time
LN-103594,8,585.71,581.53,On-Time
LN-103594,9,585.71,,Missed
LN-103594,10,585.71,582.21,ON-TIME
LN-103594,11,585.71,,Missed
LN-103594,12,585.71,578.35,On-Time
LN-103595,1,1234.73,1230.16,On-Time
LN-103595,2,1234.73,1220.24,On-Time
LN-103595,3,1234.73,1221.78,ON-TIME
LN-103595,4,1234.73,1224.4,On-Time
LN-103595,5,1234.73,1220.62,On-Time
LN-103595,6,1234.73,1230.36,On-Time
LN-103595,7,1234.73,1216.54,On-Time
LN-103595,8,1234.73,1218.04,On-Time
LN-103595,9,1234.73,1227.33,On-Time
LN-103595,10,1234.73,1232.73,On-Time
LN-103595,11,1234.73,1233.17,On-Time
LN-103595,12,1234.73,1224.91,On-Time
LN-103596,1,1097.27,1088.61,ON-TIME
LN-103596,2,1097.27,1083.47,Late
LN-103596,3,1097.27,1089.84,Late
LN-103596,4,1097.27,1092.11,On-Time
LN-103596,5,1097.27,1084.02,On-Time
LN-103596,6,1097.27,1078.67,On-Time
LN-103596,7,1097.27,1095.16,On-Time
LN-103596,8,1097.27,1086.26,On-Time
LN-103596,9,1097.27,1097.22,On-Time
LN-103596,10,1097.27,1079.17,On-Time
LN-103596,11,1097.27,1077.42,On-Time
LN-103596,12,1097.27,1091.11,On-Time
LN-103597,1,497.1,488.15,On-Time
LN-103597,2,497.1,487.4,Late
LN-103597,3,497.1,494.25,On-Time
LN-103597,4,497.1,490.01,On-Time
LN-103597,5,497.1,490.24,On-Time
LN-103597,6,497.1,493.58,On-Time
LN-103597,7,497.1,492.27,On-Time
LN-103597,8,497.1,490.51,On-Time
LN-103597,9,497.1,496.32,On-Time
LN-103597,10,497.1,489.76,On-Time
LN-103597,11,497.1,494.46,On-Time
LN-103597,12,497.1,491.77,On-Time
LN-103598,1,955.76,941.44,On-Time
LN-103598,2,955.76,940.28,On-Time
LN-103598,3,955.76,941.73,On-Time
LN-103598,4,955.76,949.39,On-Time
LN-103598,5,955.76,945.96,On-Time
LN-103598,6,955.76,950.82,On-Time
LN-103598,7,955.76,953.6,On-Time
LN-103598,8,955.76,949.84,On-Time
LN-103598,9,955.76,948.52,On-Time
LN-103598,10,955.76,949.26,On-Time
LN-103598,11,955.76,944.89,On-Time
LN-103598,12,955.76,949.38,On-Time
LN-103599,1,362.0,356.63,On-Time
LN-103599,2,362.0,360.47,On-Time
LN-103599,3,362.0,359.55,On-Time
LN-103599,4,362.0,359.11,On-Time
LN-103599,5,362.0,356.39,On-Time
LN-103599,6,362.0,359.53,On-Time
LN-103599,7,362.0,357.98,On-Time
LN-103599,8,362.0,355.66,Late
LN-103599,9,362.0,357.49,On-Time
LN-103599,10,362.0,356.27,On-Time
LN-103599,11,362.0,355.58,On-Time
LN-103599,12,362.0,356.14,On-Time
LN-103600,1,469.75,464.67,On-Time
LN-103600,2,469.75,462.29,On-Time
LN-103600,3,469.75,461.46,Late
LN-103600,4,469.75,460.88,On-Time
LN-103600,5,469.75,465.54,On-Time
LN-103600,6,469.75,461.64,On-Time
LN-103600,7,469.75,461.62,On-Time
LN-103600,8,469.75,465.67,On-Time
LN-103600,9,469.75,469.4,On-Time
LN-103600,10,469.75,463.24,On-Time
LN-103600,11,469.75,466.16,On-Time
LN-103600,12,469.75,460.74,On-Time
LN-103601,1,380.17,375.46,On-Time
LN-103601,2,380.17,373.46,On-Time
LN-103601,3,380.17,373.22,Late
LN-103601,4,380.17,373.88,On-Time
LN-103601,5,380.17,373.06,On-Time
LN-103601,6,380.17,376.89,On-Time
LN-103601,7,380.17,377.43,On-Time
LN-103601,8,380.17,379.31,ON-TIME
LN-103601,9,380.17,373.86,On-Time
LN-103601,10,380.17,377.1,On-Time
LN-103601,11,380.17,373.48,On-Time
LN-103601,12,380.17,378.07,on-time
LN-103602,1,374.46,368.85,On-Time
LN-103602,2,374.46,370.38,On-Time
LN-103602,3,374.46,369.05,On-Time
LN-103602,4,374.46,374.44,On-Time
LN-103602,5,374.46,367.72,On-Time
LN-103602,6,374.46,373.72,On-Time
LN-103602,7,374.46,370.11,On-Time
LN-103602,8,374.46,367.71,On-Time
LN-103602,9,374.46,372.83,On-Time
LN-103602,10,374.46,374.42,On-Time
LN-103602,11,374.46,369.88,On-Time
LN-103602,12,374.46,373.56,Late
LN-103603,1,190.95,190.65,On-Time
LN-103603,2,190.95,189.49,On-Time
LN-103603,3,190.95,188.88,On-Time
LN-103603,4,190.95,187.46,On-Time
LN-103603,5,190.95,190.79,On-Time
LN-103603,6,190.95,188.8,On-Time
LN-103603,7,190.95,189.04,Late
LN-103603,8,190.95,190.18,On-Time
LN-103603,9,190.95,188.5,On-Time
LN-103603,10,190.95,187.95,On-Time
LN-103603,11,190.95,189.6,On-Time
LN-103603,12,190.95,190.07,On-Time
LN-103604,1,202.95,201.89,On-Time
LN-103604,2,202.95,200.06,On-Time
LN-103604,3,202.95,,Missed
LN-103604,4,202.95,202.66,On-Time
LN-103604,5,202.95,202.58,On-Time
LN-103604,6,202.95,202.75,On-Time
LN-103604,7,202.95,0.0,Missed
LN-103604,8,202.95,201.85,On-Time
LN-103604,9,202.95,201.82,On-Time
LN-103604,10,202.95,202.57,On-Time
LN-103604,11,202.95,201.9,On-Time
LN-103604,12,202.95,201.93,On-Time
LN-103605,1,579.26,570.24,On-Time
LN-103605,2,579.26,572.55,On-Time
LN-103605,3,579.26,574.44,Late
LN-103605,4,579.26,576.43,On-Time
LN-103605,5,579.26,577.95,On-Time
LN-103605,6,579.26,571.16,On-Time
LN-103605,7,579.26,568.68,On-Time
LN-103605,8,579.26,578.97,On-Time
LN-103605,9,579.26,577.05,On-Time
LN-103605,10,579.26,567.95,On-Time
LN-103605,11,579.26,575.31,On-Time
LN-103605,12,579.26,573.2,On-Time
LN-103606,1,470.31,461.38,On-Time
LN-103606,2,470.31,463.39,On-Time
LN-103606,3,470.31,463.56,On-Time
LN-103606,4,470.31,468.97,On-Time
LN-103606,5,470.31,467.99,On-Time
LN-103606,6,470.31,467.86,On-Time
LN-103606,7,470.31,463.29,Late
LN-103606,8,470.31,469.21,On-Time
LN-103606,9,470.31,460.96,On-Time
LN-103606,10,470.31,467.25,On-Time
LN-103606,11,470.31,467.51,On-Time
LN-103606,12,470.31,463.36,On-Time
LN-103607,1,145.07,143.56,On-Time
LN-103607,2,145.07,144.96,Late
LN-103607,3,145.07,143.32,On-Time
LN-103607,4,145.07,142.78,Late
LN-103607,5,145.07,145.06,On-Time
LN-103607,6,145.07,142.71,On-Time
LN-103607,7,145.07,144.88,On-Time
LN-103607,8,145.07,143.81,On-Time
LN-103607,9,145.07,143.5,On-Time
LN-103607,10,145.07,144.84,On-Time
LN-103607,11,145.07,143.91,On-Time
LN-103607,12,145.07,144.11,On-Time
LN-103608,1,551.91,550.06,On-Time
LN-103608,2,551.91,542.98,On-Time
LN-103608,3,551.91,546.5,On-Time
LN-103608,4,551.91,547.53,On-Time
LN-103608,5,551.91,548.05,Late
LN-103608,6,551.91,541.33,On-Time
LN-103608,7,551.91,541.73,On-Time
LN-103608,8,551.91,542.75,On-Time
LN-103608,9,551.91,546.89,On-Time
LN-103608,10,551.91,544.99,On-Time
LN-103608,11,551.91,541.74,On-Time
LN-103608,12,551.91,550.55,On-Time
LN-103609,1,330.73,325.96,Late
LN-103609,2,330.73,328.82,On-Time
LN-103609,3,330.73,328.3,On-Time
LN-103609,4,330.73,326.78,On-Time
LN-103609,5,330.73,328.49,On-Time
LN-103609,6,330.73,325.5,On-Time
LN-103609,7,330.73,326.99,On-Time
LN-103609,8,330.73,326.47,On-Time
LN-103609,9,330.73,325.79,On-Time
LN-103609,10,330.73,326.28,On-Time
LN-103609,11,330.73,327.31,On-Time
LN-103609,12,330.73,325.61,On-Time
LN-103610,1,579.86,571.07,On-Time
LN-103610,2,579.86,571.8,On-Time
LN-103610,3,579.86,0.0,Missed
LN-103610,4,579.86,573.63,On-Time
LN-103610,5,579.86,571.61,On-Time
LN-103610,6,579.86,577.61,On-Time
LN-103610,7,579.86,577.65,On-Time
LN-103610,8,579.86,577.6,On-Time
LN-103610,9,579.86,569.03,On-Time
LN-103610,10,579.86,568.41,Late
LN-103610,11,579.86,579.52,On-Time
LN-103610,12,579.86,577.9,On-Time
LN-103611,1,463.61,458.6,On-Time
LN-103611,2,463.61,458.98,On-Time
LN-103611,3,463.61,455.98,On-Time
LN-103611,4,463.61,459.35,On-Time
LN-103611,5,463.61,461.95,On-Time
LN-103611,6,463.61,456.55,On-Time
LN-103611,7,463.61,0.0,Missed
LN-103611,8,463.61,462.8,On-Time
LN-103611,9,463.61,462.64,On-Time
LN-103611,10,463.61,462.94,On-Time
LN-103611,11,463.61,455.03,On-Time
LN-103611,12,463.61,459.33,On-Time
LN-103612,1,254.43,249.75,On-Time
LN-103612,2,254.43,251.45,On-Time
LN-103612,3,254.43,252.05,On-Time
LN-103612,4,254.43,251.15,On-Time
LN-103612,5,254.43,251.73,On-Time
LN-103612,6,254.43,250.07,On-Time
LN-103612,7,254.43,254.07,On-Time
LN-103612,8,254.43,252.26,On-Time
LN-103612,9,254.43,253.29,On-Time
LN-103612,10,254.43,253.52,On-Time
LN-103612,11,254.43,253.63,On-Time
LN-103612,12,254.43,249.81,On-Time
LN-103613,1,331.25,327.52,On-Time
LN-103613,2,331.25,326.46,On-Time
LN-103613,3,331.25,329.21,On-Time
LN-103613,4,331.25,329.41,On-Time
LN-103613,5,331.25,329.15,On-Time
LN-103613,6,331.25,331.24,On-Time
LN-103613,7,331.25,330.03,On-Time
LN-103613,8,331.25,329.72,On-Time
LN-103613,9,331.25,0.0,Missed
LN-103613,10,331.25,327.38,On-Time
LN-103613,11,331.25,327.03,On-Time
LN-103613,12,331.25,326.77,On-Time
LN-103614,1,159.12,158.33,On-Time
LN-103614,2,159.12,158.88,On-Time
LN-103614,3,159.12,158.22,On-Time
LN-103614,4,159.12,157.13,On-Time
LN-103614,5,159.12,158.87,On-Time
LN-103614,6,159.12,155.98,Late
LN-103614,7,159.12,158.57,On-Time
LN-103614,8,159.12,156.15,On-Time
LN-103614,9,159.12,156.97,On-Time
LN-103614,10,159.12,157.17,On-Time
LN-103614,11,159.12,158.04,On-Time
LN-103614,12,159.12,157.1,On-Time
LN-103615,1,458.46,452.33,On-Time
LN-103615,2,458.46,450.34,On-Time
LN-103615,3,458.46,452.32,On-Time
LN-103615,4,458.46,451.77,On-Time
LN-103615,5,458.46,451.5,On-Time
LN-103615,6,458.46,452.48,On-Time
LN-103615,7,458.46,450.25,Late
LN-103615,8,458.46,456.89,On-Time
LN-103615,9,458.46,457.06,On-Time
LN-103615,10,458.46,452.24,On-Time
LN-103615,11,458.46,454.87,On-Time
LN-103615,12,458.46,457.64,On-Time
LN-103616,1,436.29,428.82,On-Time
LN-103616,2,436.29,,Missed
LN-103616,3,436.29,,Missed
LN-103616,4,436.29,434.77,On-Time
LN-103616,5,436.29,433.98,On-Time
LN-103616,6,436.29,,Missed
LN-103616,7,436.29,431.24,On-Time
LN-103616,8,436.29,,Missed
LN-103616,9,436.29,428.48,On-Time
LN-103616,10,436.29,435.26,On-Time
LN-103616,11,436.29,433.78,On-Time
LN-103616,12,436.29,,Missed
LN-103617,1,1266.12,1263.83,On-Time
LN-103617,2,1266.12,1263.58,On-Time
LN-103617,3,1266.12,1261.25,On-Time
LN-103617,4,1266.12,1258.26,on-time
LN-103617,5,1266.12,1256.24,On-Time
LN-103617,6,1266.12,1258.96,On-Time
LN-103617,7,1266.12,1262.12,On-Time
LN-103617,8,1266.12,1242.36,On-Time
LN-103617,9,1266.12,1244.31,On-Time
LN-103617,10,1266.12,1242.71,On-Time
LN-103617,11,1266.12,1255.68,On-Time
LN-103617,12,1266.12,1243.51,On-Time
LN-103618,1,785.01,782.86,On-Time
LN-103618,2,785.01,776.96,On-Time
LN-103618,3,785.01,784.42,On-Time
LN-103618,4,785.01,774.73,on-time
LN-103618,5,785.01,776.55,On-Time
LN-103618,6,785.01,783.66,Late
LN-103618,7,785.01,772.58,On-Time
LN-103618,8,785.01,772.06,on-time
LN-103618,9,785.01,778.28,On-Time
LN-103618,10,785.01,781.53,On-Time
LN-103618,11,785.01,782.34,On-Time
LN-103618,12,785.01,777.09,On-Time
LN-103619,1,1112.07,0.0,Missed
LN-103619,2,1112.07,1104.86,On-Time
LN-103619,3,1112.07,1111.56,On-Time
LN-103619,4,1112.07,1111.99,On-Time
LN-103619,5,1112.07,1100.49,On-Time
LN-103619,6,1112.07,1102.19,On-Time
LN-103619,7,1112.07,1091.22,On-Time
LN-103619,8,1112.07,1097.77,On-Time
LN-103619,9,1112.07,,Missed
LN-103619,10,1112.07,1096.92,Late
LN-103619,11,1112.07,,Missed
LN-103619,12,1112.07,,Missed
LN-103620,1,195.16,193.65,On-Time
LN-103620,2,195.16,193.35,On-Time
LN-103620,3,195.16,192.71,On-Time
LN-103620,4,195.16,191.27,On-Time
LN-103620,5,195.16,194.7,On-Time
LN-103620,6,195.16,194.23,On-Time
LN-103620,7,195.16,194.86,On-Time
LN-103620,8,195.16,192.68,On-Time
LN-103620,9,195.16,193.57,On-Time
LN-103620,10,195.16,194.24,On-Time
LN-103620,11,195.16,195.07,On-Time
LN-103620,12,195.16,192.43,Late
LN-103621,1,511.6,506.14,Late
LN-103621,2,511.6,508.25,On-Time
LN-103621,3,511.6,510.88,On-Time
LN-103621,4,511.6,510.96,On-Time
LN-103621,5,511.6,507.45,On-Time
LN-103621,6,511.6,509.55,On-Time
LN-103621,7,511.6,503.27,On-Time
LN-103621,8,511.6,508.92,On-Time
LN-103621,9,511.6,503.85,On-Time
LN-103621,10,511.6,503.18,On-Time
LN-103621,11,511.6,509.61,On-Time
LN-103621,12,511.6,506.77,On-Time
LN-103622,1,444.45,437.93,On-Time
LN-103622,2,444.45,442.91,On-Time
LN-103622,3,444.45,436.13,On-Time
LN-103622,4,444.45,442.06,Late
LN-103622,5,444.45,443.64,on-time
LN-103622,6,444.45,436.8,On-Time
LN-103622,7,444.45,444.06,On-Time
LN-103622,8,444.45,438.02,On-Time
LN-103622,9,444.45,441.13,Late
LN-103622,10,444.45,437.84,On-Time
LN-103622,11,444.45,444.0,On-Time
LN-103622,12,444.45,444.29,On-Time
LN-103623,1,618.72,615.65,On-Time
LN-103623,2,618.72,611.23,On-Time
LN-103623,3,618.72,615.48,On-Time
LN-103623,4,618.72,612.24,On-Time
LN-103623,5,618.72,615.12,On-Time
LN-103623,6,618.72,618.58,On-Time
LN-103623,7,618.72,613.3,On-Time
LN-103623,8,618.72,613.47,On-Time
LN-103623,9,618.72,616.39,Late
LN-103623,10,618.72,612.99,On-Time
LN-103623,11,618.72,610.67,On-Time
LN-103623,12,618.72,611.44,On-Time
LN-103624,1,239.01,,Missed
LN-103624,2,239.01,235.04,Late
LN-103624,3,239.01,236.1,On-Time
LN-103624,4,239.01,0.0,Missed
LN-103624,5,239.01,238.07,On-Time
LN-103624,6,239.01,,Missed
LN-103624,7,239.01,235.87,On-Time
LN-103624,8,239.01,236.72,On-Time
LN-103624,9,239.01,238.05,On-Time
LN-103624,10,239.01,,Missed
LN-103624,11,239.01,236.16,On-Time
LN-103624,12,239.01,237.36,Late
LN-103625,1,495.4,487.24,On-Time
LN-103625,2,495.4,492.37,On-Time
LN-103625,3,495.4,,Missed
LN-103625,4,495.4,488.76,On-Time
LN-103625,5,495.4,491.95,On-Time
LN-103625,6,495.4,485.59,Late
LN-103625,7,495.4,494.48,On-Time
LN-103625,8,495.4,488.11,On-Time
LN-103625,9,495.4,0.0,Missed
LN-103625,10,495.4,490.03,On-Time
LN-103625,11,495.4,488.68,On-Time
LN-103625,12,495.4,494.99,Late
LN-103626,1,167.09,0.0,Missed
LN-103626,2,167.09,166.5,On-Time
LN-103626,3,167.09,166.9,On-Time
LN-103626,4,167.09,166.1,On-Time
LN-103626,5,167.09,165.1,On-Time
LN-103626,6,167.09,167.02,On-Time
LN-103626,7,167.09,164.14,On-Time
LN-103626,8,167.09,165.2,On-Time
LN-103626,9,167.09,164.55,On-Time
LN-103626,10,167.09,165.09,on-time
LN-103626,11,167.09,166.7,On-Time
LN-103626,12,167.09,164.07,On-Time
LN-103627,1,112.62,111.64,On-Time
LN-103627,2,112.62,111.36,On-Time
LN-103627,3,112.62,111.19,On-Time
LN-103627,4,112.62,111.57,On-Time
LN-103627,5,112.62,110.38,On-Time
LN-103627,6,112.62,112.5,Late
LN-103627,7,112.62,110.97,On-Time
LN-103627,8,112.62,111.36,On-Time
LN-103627,9,112.62,111.69,On-Time
LN-103627,10,112.62,111.2,On-Time
LN-103627,11,112.62,110.56,On-Time
LN-103627,12,112.62,110.54,On-Time
LN-103628,1,314.83,310.54,On-Time
LN-103628,2,314.83,310.63,On-Time
LN-103628,3,314.83,312.72,On-Time
LN-103628,4,314.83,308.93,On-Time
LN-103628,5,314.83,310.63,On-Time
LN-103628,6,314.83,310.27,On-Time
LN-103628,7,314.83,312.04,Late
LN-103628,8,314.83,310.46,On-Time
LN-103628,9,314.83,310.33,On-Time
LN-103628,10,314.83,313.52,On-Time
LN-103628,11,314.83,313.91,On-Time
LN-103628,12,314.83,309.36,On-Time
LN-103629,1,494.79,492.44,On-Time
LN-103629,2,494.79,493.06,On-Time
LN-103629,3,494.79,494.02,On-Time
LN-103629,4,494.79,491.3,On-Time
LN-103629,5,494.79,488.49,On-Time
LN-103629,6,494.79,488.27,On-Time
LN-103629,7,494.79,486.82,On-Time
LN-103629,8,494.79,486.71,On-Time
LN-103629,9,494.79,485.04,On-Time
LN-103629,10,494.79,485.37,On-Time
LN-103629,11,494.79,494.7,Late
LN-103629,12,494.79,0.0,Missed
LN-103630,1,330.97,330.35,On-Time
LN-103630,2,330.97,326.5,On-Time
LN-103630,3,330.97,325.32,On-Time
LN-103630,4,330.97,325.47,On-Time
LN-103630,5,330.97,325.36,On-Time
LN-103630,6,330.97,328.91,On-Time
